,sample_id,study,project_id,condition_id,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00038,nac_ntrc__bw_delnac_gln__2,Nac/NtrC,nac_ntrc,bw_delnac_gln,2,Donghyuk Kim,Donghyuk Kim,2/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,W2,glucose(2),glutamine(2),O2,,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/del-nac-glutamine-2_S6_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/del-nac-glutamine-2_S6_L001_R2_001.fastq,nac_ntrc__bw_delnac_gln__2.bam,97.17,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,nac_ntrc_bw_delnac_gln,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00039,nac_ntrc__bw_delnac_nh4__1,Nac/NtrC,nac_ntrc,bw_delnac_nh4,1,Donghyuk Kim,Donghyuk Kim,2/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,M9,glucose(2),NH4Cl(1),O2,,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-1_S3_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-1_S3_L001_R2_001.fastq,nac_ntrc__bw_delnac_nh4__1.bam,98.03,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,nac_ntrc_bw_delnac_nh4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00040,nac_ntrc__bw_delnac_nh4__2,Nac/NtrC,nac_ntrc,bw_delnac_nh4,2,Donghyuk Kim,Donghyuk Kim,2/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,M9,glucose(2),NH4Cl(1),O2,,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-2_S4_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-2_S4_L001_R2_001.fastq,nac_ntrc__bw_delnac_nh4__2.bam,97.93,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,^ Anand has locally ^,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,nac_ntrc_bw_delnac_nh4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00041,misc__wt_no_te__1,Misc,misc,wt_no_te,1,Sangwoo Seo,Sangwoo Seo,3/13/15,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,No,,MiSeq,,2,,,misc__wt_no_te__1.bam,98.3,,GSE122211,1,SRX4985291,SRR8164476,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,misc_wt_no_te,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00042,misc__wt_no_te__2,Misc,misc,wt_no_te,2,Sangwoo Seo,Sangwoo Seo,3/13/15,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,No,,MiSeq,,2,,,misc__wt_no_te__2.bam,98.23,,GSE122211,1,SRX4985292,SRR8164477,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,misc_wt_no_te,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00043,misc__bw_delcbl__1,Misc,misc,bw_delcbl,1,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_cbl,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,,,misc__bw_delcbl__1.bam,98.7,,GSE122211,1,SRX4985293,SRR8164478,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,misc_bw_delcbl,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00044,misc__bw_delcbl__2,Misc,misc,bw_delcbl,2,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_cbl,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,,,misc__bw_delcbl__2.bam,98.6,,GSE122211,1,SRX4985294,SRR8164479,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,misc_bw_delcbl,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00045,misc__bw_delfabr__1,Misc,misc,bw_delfabr,1,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_fabR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,,,misc__bw_delfabr__1.bam,98.5,,GSE122211,1,SRX4985295,SRR8164480,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,misc_bw_delfabr,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00046,misc__bw_delfabr__2,Misc,misc,bw_delfabr,2,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_fabR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,,,misc__bw_delfabr__2.bam,98.42,,GSE122211,1,SRX4985296,SRR8164481,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,misc_bw_delfabr,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00047,misc__bw_delfadr__1,Misc,misc,bw_delfadr,1,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_fadR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,,,misc__bw_delfadr__1.bam,98.4,,GSE122211,1,SRX4985297,SRR8164482,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,misc_bw_delfadr,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00048,misc__bw_delfadr__2,Misc,misc,bw_delfadr,2,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_fadR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,,,misc__bw_delfadr__2.bam,98.36,,GSE122211,1,SRX4985298,SRR8164483,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,misc_bw_delfadr,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00049,misc__nitr_031__1,Misc,misc,nitr_031,1,Jose Utrilla,Jose Utrilla,7/24/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(10mM),O2,sauer trace element mixture,,37,7,,Chemostat,,No,,MiSeq,chemostat w/ dilution rate 0.31 h^-1,1,s3://precise-db/raw_data/misc/0-3_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/0-3_S1_L001_R2_001.fastq.gz,misc__nitr_031__1.bam,96.86,,GSE72020,1,,,2 options; unsure,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,misc_nitr_031,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00050,omics__wt_glu__1,Omics,omics,wt_glu,1,Donghyuk Kim,Donghyuk Kim,7/2/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glutamate (10mM),37,7,,Batch,,No,,MiSeq,,2,,,omics__wt_glu__1.bam,96.92,,GSE122211,1,SRX4985299,SRR8164484,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_wt_glu,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00051,omics__wt_glu__2,Omics,omics,wt_glu,2,Donghyuk Kim,Donghyuk Kim,7/2/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glutamate (10mM),37,7,,Batch,,No,,MiSeq,,2,,,omics__wt_glu__2.bam,97.88,,GSE122211,1,SRX4985300,SRR8164485,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_wt_glu,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00052,omics__wt_gly__1,Omics,omics,wt_gly,1,Donghyuk Kim,Donghyuk Kim,7/3/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glycine (10mM),37,7,,Batch,,No,,MiSeq,,2,,,omics__wt_gly__1.bam,91.98,doi.org/10.1038/ncomms13091,GSE59760,1,SRX661397,SRR1525108,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_wt_gly,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00053,omics__wt_gly__2,Omics,omics,wt_gly,2,Donghyuk Kim,Donghyuk Kim,7/3/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glycine (10mM),37,7,,Batch,,No,,MiSeq,,2,,,omics__wt_gly__2.bam,82.97,doi.org/10.1038/ncomms13091,GSE59760,1,SRX661398,SRR1525109,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_wt_gly,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00054,omics__wt_thr__1,Omics,omics,wt_thr,1,Donghyuk Kim,Donghyuk Kim,7/7/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,threonine (10mM),37,7,,Batch,,No,,MiSeq,,2,,,omics__wt_thr__1.bam,97.65,doi.org/10.1038/ncomms13091,GSE59760,1,SRX661399,SRR1525110,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_wt_thr,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00055,omics__wt_thr__2,Omics,omics,wt_thr,2,Donghyuk Kim,Donghyuk Kim,7/7/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,threonine (10mM),37,7,,Batch,,No,,MiSeq,,2,,,omics__wt_thr__2.bam,92.68,doi.org/10.1038/ncomms13091,GSE59760,1,SRX661400,SRR1525111,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_wt_thr,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00056,omics__bw_ac__1,Omics,omics,bw_ac,1,Donghyuk Kim,Donghyuk Kim,1/12/15,Escherichia coli BW25113,BW25113,M9,acetate(3.5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.2,No,,MiSeq,,2,,,omics__bw_ac__1.bam,97.8,doi.org/10.1038/ncomms13091,GSE59759,1,SRX661387,SRR1525098,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_bw_ac,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00057,omics__bw_ac__2,Omics,omics,bw_ac,2,Donghyuk Kim,Donghyuk Kim,1/12/15,Escherichia coli BW25113,BW25113,M9,acetate(3.5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.2,No,,MiSeq,,2,,,omics__bw_ac__2.bam,98.04,doi.org/10.1038/ncomms13091,GSE59759,1,SRX661388,SRR1525099,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_bw_ac,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00058,omics__bw_fum__1,Omics,omics,bw_fum,1,Donghyuk Kim,Donghyuk Kim,1/12/15,Escherichia coli BW25113,BW25113,M9,fumarate(2.8),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.31,No,,MiSeq,,2,,,omics__bw_fum__1.bam,97.94,doi.org/10.1038/ncomms13091,GSE59759,1,SRX661389,SRR1525100,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_bw_fum,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00059,omics__bw_fum__2,Omics,omics,bw_fum,2,Donghyuk Kim,Donghyuk Kim,1/12/15,Escherichia coli BW25113,BW25113,M9,fumarate(2.8),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.31,No,,MiSeq,,2,,,omics__bw_fum__2.bam,98.32,doi.org/10.1038/ncomms13091,GSE59759,1,SRX661390,SRR1525101,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_bw_fum,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00060,omics__bw_glc__1,Omics,omics,bw_glc,1,Donghyuk Kim,Donghyuk Kim,3/12/13,Escherichia coli BW25113,BW25113,M9,glucose(5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.61,No,,MiSeq,,2,,,omics__bw_glc__1.bam,97.62,doi.org/10.1038/ncomms13091,GSE59759,1,SRX661391,SRR1525102,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_bw_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00061,omics__bw_glc__2,Omics,omics,bw_glc,2,Donghyuk Kim,Donghyuk Kim,3/12/13,Escherichia coli BW25113,BW25113,M9,glucose(5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.61,No,,MiSeq,,2,,,omics__bw_glc__2.bam,98.13,doi.org/10.1038/ncomms13091,GSE59759,1,SRX661392,SRR1525103,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_bw_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00062,omics__bw_pyr__1,Omics,omics,bw_pyr,1,Donghyuk Kim,Donghyuk Kim,1/12/15,Escherichia coli BW25113,BW25113,M9,pyruvate(3.3),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.37,No,,MiSeq,,2,,,omics__bw_pyr__1.bam,97.36,doi.org/10.1038/ncomms13091,GSE59759,1,SRX661393,SRR1525104,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_bw_pyr,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00063,omics__bw_pyr__2,Omics,omics,bw_pyr,2,Donghyuk Kim,Donghyuk Kim,1/12/15,Escherichia coli BW25113,BW25113,M9,pyruvate(3.3),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.37,No,,MiSeq,,2,,,omics__bw_pyr__2.bam,97.59,doi.org/10.1038/ncomms13091,GSE59759,1,SRX661394,SRR1525105,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,omics_bw_pyr,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00064,ompr__wt_nacl__1,OmpR,ompr,wt_nacl,1,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),37,7,,Batch,0,No,,MiSeq,,2,,,ompr__wt_nacl__1.bam,97.81,doi.org/10.1038/s41598-017-02110-7,GSE88980,1,SRX2254712,SRR4435464,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ompr_wt_nacl,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00065,ompr__wt_nacl__2,OmpR,ompr,wt_nacl,2,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),37,7,,Batch,0,No,,MiSeq,,2,,,ompr__wt_nacl__2.bam,98.81,doi.org/10.1038/s41598-017-02110-7,GSE88980,1,SRX2254713,SRR4435465,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ompr_wt_nacl,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00066,ompr__bw_delompr_nacl__1,OmpR,ompr,bw_delompr_nacl,1,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_ompR,MG1655,M9,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),37,7,Kanamycin,Batch,0,No,,MiSeq,,2,,,ompr__bw_delompr_nacl__1.bam,98.56,doi.org/10.1038/s41598-017-02110-7,GSE88980,1,SRX2254714,SRR4435466,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ompr_bw_delompr_nacl,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00067,ompr__bw_delompr_nacl__2,OmpR,ompr,bw_delompr_nacl,2,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_ompR,MG1655,M9,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),37,7,Kanamycin,Batch,0,No,,MiSeq,,2,,,ompr__bw_delompr_nacl__2.bam,98.6,doi.org/10.1038/s41598-017-02110-7,GSE88980,1,SRX2254715,SRR4435467,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ompr_bw_delompr_nacl,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00068,minspan__wt_ade__1,MinSpan,minspan,wt_ade,1,Aarash Bordbar,Haythem Latif,10/1/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,adenine (10mM),37,7,,Batch,,No,,GAIIX,,1,,,minspan__wt_ade__1.bam,78.38,doi.org/10.15252/msb.20145243,GSE48324,1,SRX315215,SRR922263,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minspan_wt_ade,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00070,minspan__wt_glc__2,MinSpan,minspan,wt_glc,2,Aarash Bordbar,Haythem Latif,10/1/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,GAIIX,,4,,,minspan__wt_glc__2.bam,91.7,doi.org/10.15252/msb.20145243,GSE48324,1,SRX315213,SRR922261,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minspan_wt_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00071,minspan__wt_glc__3,MinSpan,minspan,wt_glc,3,Aarash Bordbar,Haythem Latif,10/1/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,GAIIX,,4,,,minspan__wt_glc__3.bam,92.12,doi.org/10.15252/msb.20145243,GSE48324,1,SRX315214,SRR922262,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minspan_wt_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00072,minspan__wt_glc__4,MinSpan,minspan,wt_glc,4,Aarash Bordbar,Haythem Latif,10/1/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,MiSeq,Bridging Study between MiSeq & GAIIX,4,,,minspan__wt_glc__4.bam,94.58,,GSE122211,1,SRX4985301,SRR8164486,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minspan_wt_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00073,minspan__wt_glc_anaero__1,MinSpan,minspan,wt_glc_anaero,1,Aarash Bordbar,Haythem Latif,10/1/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),,sauer trace element mixture,,37,7,,Batch,,No,,GAIIX,,2,,,minspan__wt_glc_anaero__1.bam,83.01,doi.org/10.15252/msb.20145243,GSE48324,1,SRX315218,SRR922266,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minspan_wt_glc_anaero,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00074,minspan__wt_glc_anaero__2,MinSpan,minspan,wt_glc_anaero,2,Aarash Bordbar,Haythem Latif,10/1/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),,sauer trace element mixture,,37,7,,Batch,,No,,GAIIX,,2,,,minspan__wt_glc_anaero__2.bam,72.08,doi.org/10.15252/msb.20145243,GSE48324,1,SRX315219,SRR922267,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minspan_wt_glc_anaero,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00075,minspan__wt_trp__1,MinSpan,minspan,wt_trp,1,Aarash Bordbar,Haythem Latif,10/1/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,L-tryptophan (20mg/L),37,7,,Batch,,No,,GAIIX,,1,,,minspan__wt_trp__1.bam,78.6,doi.org/10.15252/msb.20145243,GSE48324,1,SRX315216,SRR922264,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minspan_wt_trp,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00077,minspan__bw_delcra_glc__2,MinSpan,minspan,bw_delcra_glc,2,Aarash Bordbar,Haythem Latif,10/1/12,Escherichia coli BW25113 del_cra,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,Bridging Study between MiSeq & GAIIX,2,,,minspan__bw_delcra_glc__2.bam,88.78,,GSE122211,1,SRX4985302,SRR8164487,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minspan_bw_delcra_glc,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00078,minspan__bw_delcra_trp__1,MinSpan,minspan,bw_delcra_trp,1,Aarash Bordbar,Haythem Latif,10/1/12,Escherichia coli BW25113 del_cra,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,L-tryptophan (20mg/L),37,7,Kanamycin,Batch,,No,,GAIIX,,1,,,minspan__bw_delcra_trp__1.bam,76.33,doi.org/10.15252/msb.20145243,GSE48324,1,SRX315223,SRR922271,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minspan_bw_delcra_trp,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00079,minspan__bw_delmntr__1,MinSpan,minspan,bw_delmntr,1,Aarash Bordbar,Haythem Latif,10/1/12,Escherichia coli BW25113 del_mntR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,GAIIX,,1,,,minspan__bw_delmntr__1.bam,92.81,doi.org/10.15252/msb.20145243,GSE48324,1,SRX315224,SRR922272,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minspan_bw_delmntr,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00080,minspan__bw_delnac_ade__1,MinSpan,minspan,bw_delnac_ade,1,Aarash Bordbar,Haythem Latif,10/1/12,Escherichia coli BW25113 del_nac,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,adenine (10mM),37,7,Kanamycin,Batch,,No,,GAIIX,,1,,,minspan__bw_delnac_ade__1.bam,81.84,doi.org/10.15252/msb.20145243,GSE48324,1,SRX315221,SRR922269,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minspan_bw_delnac_ade,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
