,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,Published,SRX,Run,contact,creator,run_date,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,full_name,glucose_control,pure_precise
ecoli_00059,omics__bw_fum__2,Omics,omics,bw_fum,2,Escherichia coli BW25113,BW25113,Batch,No,M9,37,7.0,fumarate(2.8),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.31,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,1.0,SRX661390,SRR1525101,Donghyuk Kim,Donghyuk Kim,1/12/15,True,True,True,True,True,True,omics:bw_fum,False,False
ecoli_00060,omics__bw_glc__1,Omics,omics,bw_glc,1,Escherichia coli BW25113,BW25113,Batch,No,M9,37,7.0,glucose(5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.61,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,1.0,SRX661391,SRR1525102,Donghyuk Kim,Donghyuk Kim,3/12/13,True,True,True,True,True,True,omics:bw_glc,False,False
ecoli_00061,omics__bw_glc__2,Omics,omics,bw_glc,2,Escherichia coli BW25113,BW25113,Batch,No,M9,37,7.0,glucose(5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.61,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,1.0,SRX661392,SRR1525103,Donghyuk Kim,Donghyuk Kim,3/12/13,True,True,True,True,True,True,omics:bw_glc,False,False
ecoli_00062,omics__bw_pyr__1,Omics,omics,bw_pyr,1,Escherichia coli BW25113,BW25113,Batch,No,M9,37,7.0,pyruvate(3.3),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.37,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,1.0,SRX661393,SRR1525104,Donghyuk Kim,Donghyuk Kim,1/12/15,True,True,True,True,True,True,omics:bw_pyr,False,False
ecoli_00063,omics__bw_pyr__2,Omics,omics,bw_pyr,2,Escherichia coli BW25113,BW25113,Batch,No,M9,37,7.0,pyruvate(3.3),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.37,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,1.0,SRX661394,SRR1525105,Donghyuk Kim,Donghyuk Kim,1/12/15,True,True,True,True,True,True,omics:bw_pyr,False,False
ecoli_00064,ompr__wt_nacl__1,OmpR,ompr,wt_nacl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),,0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41598-017-02110-7,GSE88980,1.0,SRX2254712,SRR4435464,Sangwoo Seo,Sangwoo Seo,7/29/15,True,True,True,True,True,True,ompr:wt_nacl,False,True
ecoli_00065,ompr__wt_nacl__2,OmpR,ompr,wt_nacl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),,0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41598-017-02110-7,GSE88980,1.0,SRX2254713,SRR4435465,Sangwoo Seo,Sangwoo Seo,7/29/15,True,True,True,True,True,True,ompr:wt_nacl,False,True
ecoli_00066,ompr__bw_delompr_nacl__1,OmpR,ompr,bw_delompr_nacl,1,Escherichia coli K-12 BW25113 del_ompR,BW25113,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),Kanamycin,0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41598-017-02110-7,GSE88980,1.0,SRX2254714,SRR4435466,Sangwoo Seo,Sangwoo Seo,7/29/15,True,True,True,True,True,True,ompr:bw_delompr_nacl,False,False
ecoli_00067,ompr__bw_delompr_nacl__2,OmpR,ompr,bw_delompr_nacl,2,Escherichia coli K-12 BW25113 del_ompR,BW25113,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),Kanamycin,0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41598-017-02110-7,GSE88980,1.0,SRX2254715,SRR4435467,Sangwoo Seo,Sangwoo Seo,7/29/15,True,True,True,True,True,True,ompr:bw_delompr_nacl,False,False
ecoli_00068,minspan__wt_ade__1,MinSpan,minspan,wt_ade,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,adenine (10mM),,,,,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315215,SRR922263,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_ade,False,True
ecoli_00070,minspan__wt_glc__2,MinSpan,minspan,wt_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,GAIIX,PAIRED,ILLUMINA,4.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315213,SRR922261,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_glc,True,True
ecoli_00071,minspan__wt_glc__3,MinSpan,minspan,wt_glc,3,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,GAIIX,PAIRED,ILLUMINA,4.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315214,SRR922262,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_glc,True,True
ecoli_00072,minspan__wt_glc__4,MinSpan,minspan,wt_glc,4,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,Bridging Study between MiSeq & GAIIX,MiSeq,PAIRED,ILLUMINA,4.0,,GSE122211,1.0,SRX4985301,SRR8164486,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_glc,True,True
ecoli_00073,minspan__wt_glc_anaero__1,MinSpan,minspan,wt_glc_anaero,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),,sauer trace element mixture,,,,,,GAIIX,PAIRED,ILLUMINA,2.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315218,SRR922266,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_glc_anaero,False,True
ecoli_00074,minspan__wt_glc_anaero__2,MinSpan,minspan,wt_glc_anaero,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),,sauer trace element mixture,,,,,,GAIIX,PAIRED,ILLUMINA,2.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315219,SRR922267,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_glc_anaero,False,True
ecoli_00075,minspan__wt_trp__1,MinSpan,minspan,wt_trp,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,L-tryptophan (20mg/L),,,,,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315216,SRR922264,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_trp,False,True
ecoli_00077,minspan__bw_delcra_glc__2,MinSpan,minspan,bw_delcra_glc,2,Escherichia coli BW25113 del_cra,BW25113,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,Bridging Study between MiSeq & GAIIX,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985302,SRR8164487,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:bw_delcra_glc,False,False
ecoli_00078,minspan__bw_delcra_trp__1,MinSpan,minspan,bw_delcra_trp,1,Escherichia coli BW25113 del_cra,BW25113,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,L-tryptophan (20mg/L),Kanamycin,,,,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315223,SRR922271,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:bw_delcra_trp,False,False
ecoli_00079,minspan__bw_delmntr__1,MinSpan,minspan,bw_delmntr,1,Escherichia coli BW25113 del_mntR,BW25113,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315224,SRR922272,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:bw_delmntr,False,False
ecoli_00080,minspan__bw_delnac_ade__1,MinSpan,minspan,bw_delnac_ade,1,Escherichia coli BW25113 del_nac,BW25113,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,adenine (10mM),Kanamycin,,,,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315221,SRR922269,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:bw_delnac_ade,False,False
ecoli_00081,minspan__bw_delnac_glc__1,MinSpan,minspan,bw_delnac_glc,1,Escherichia coli BW25113 del_nac,BW25113,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315220,SRR922268,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:bw_delnac_glc,False,False
ecoli_00082,cra_crp__wt_ac__1,Cra/Crp,cra_crp,wt_ac,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,acetate(2),NH4Cl(1),O2,aebersold trace element mixture,,,0.25,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865361,SRR1787594,Donghyuk Kim,Donghyuk Kim,7/8/14,True,True,True,True,True,True,cra_crp:wt_ac,False,True
ecoli_00083,cra_crp__wt_ac__2,Cra/Crp,cra_crp,wt_ac,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,acetate(2),NH4Cl(1),O2,aebersold trace element mixture,,,0.25,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865362,SRR1787595,Donghyuk Kim,Donghyuk Kim,7/8/14,True,True,True,True,True,True,cra_crp:wt_ac,False,True
ecoli_00084,cra_crp__wt_fru__1,Cra/Crp,cra_crp,wt_fru,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,fructose(2),NH4Cl(1),O2,aebersold trace element mixture,,,0.53,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865359,SRR1787592,Donghyuk Kim,Donghyuk Kim,7/8/14,True,True,True,True,True,True,cra_crp:wt_fru,False,True
ecoli_00085,cra_crp__wt_fru__2,Cra/Crp,cra_crp,wt_fru,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,fructose(2),NH4Cl(1),O2,aebersold trace element mixture,,,0.53,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865360,SRR1787593,Donghyuk Kim,Donghyuk Kim,7/8/14,True,True,True,True,True,True,cra_crp:wt_fru,False,True
ecoli_00086,cra_crp__delcra_ac__1,Cra/Crp,cra_crp,delcra_ac,1,Escherichia coli K-12 MG1655 del_cra,MG1655,Batch,No,M9,37,7.0,acetate(2),NH4Cl(1),O2,aebersold trace element mixture,,Kanamycin,0.08,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865367,SRR1787600,Donghyuk Kim,Donghyuk Kim,11/19/14,True,True,True,True,True,True,cra_crp:delcra_ac,False,True
ecoli_00087,cra_crp__delcra_ac__2,Cra/Crp,cra_crp,delcra_ac,2,Escherichia coli K-12 MG1655 del_cra,MG1655,Batch,No,M9,37,7.0,acetate(2),NH4Cl(1),O2,aebersold trace element mixture,,Kanamycin,0.08,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865368,SRR1787601,Donghyuk Kim,Donghyuk Kim,11/19/14,True,True,True,True,True,True,cra_crp:delcra_ac,False,True
ecoli_00088,cra_crp__delcra_fru__1,Cra/Crp,cra_crp,delcra_fru,1,Escherichia coli K-12 MG1655 del_cra,MG1655,Batch,No,M9,37,7.0,fructose(2),NH4Cl(1),O2,aebersold trace element mixture,,Kanamycin,0.69,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865365,SRR1787598,Donghyuk Kim,Donghyuk Kim,11/17/14,True,True,True,True,True,True,cra_crp:delcra_fru,False,True
ecoli_00089,cra_crp__delcra_fru__2,Cra/Crp,cra_crp,delcra_fru,2,Escherichia coli K-12 MG1655 del_cra,MG1655,Batch,No,M9,37,7.0,fructose(2),NH4Cl(1),O2,aebersold trace element mixture,,Kanamycin,0.69,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865366,SRR1787599,Donghyuk Kim,Donghyuk Kim,11/17/14,True,True,True,True,True,True,cra_crp:delcra_fru,False,True
ecoli_00090,cra_crp__delcra_glc__1,Cra/Crp,cra_crp,delcra_glc,1,Escherichia coli K-12 MG1655 del_cra,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,aebersold trace element mixture,,Kanamycin,0.67,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865363,SRR1787596,Donghyuk Kim,Donghyuk Kim,11/18/14,True,True,True,True,True,True,cra_crp:delcra_glc,False,True
ecoli_00091,cra_crp__delcra_glc__2,Cra/Crp,cra_crp,delcra_glc,2,Escherichia coli K-12 MG1655 del_cra,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,aebersold trace element mixture,,Kanamycin,0.67,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865364,SRR1787597,Donghyuk Kim,Donghyuk Kim,11/18/14,True,True,True,True,True,True,cra_crp:delcra_glc,False,True
ecoli_00092,rpoB__wt_031__1,RpoB Knock-in,rpoB,wt_031,1,Escherichia coli K-12 MG1655,MG1655,Chemostat,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,,chemostat w/ dilution rate 0.31 h^-1,MiSeq,PAIRED,ILLUMINA,1.0,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1.0,SRX651939,SRR1514293,Jose Utrilla,Jose Utrilla,8/7/13,True,True,True,True,True,True,rpoB:wt_031,False,False
ecoli_00093,rpoB__wt_044__1,RpoB Knock-in,rpoB,wt_044,1,Escherichia coli K-12 MG1655,MG1655,Chemostat,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,,chemostat w/ dilution rate 0.44 h^-1,MiSeq,PAIRED,ILLUMINA,1.0,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1.0,SRX651940,SRR1514294,Jose Utrilla,Jose Utrilla,8/7/13,True,True,True,True,True,True,rpoB:wt_044,False,False
ecoli_00094,rpoB__wt_lb__1,RpoB Knock-in,rpoB,wt_lb,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,LB,37,7.0,,,O2,,,,1.42,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1.0,SRX651938,SRR1514291,Jose Utrilla,Jose Utrilla,12/18/13,True,True,True,True,True,True,rpoB:wt_lb,False,False
ecoli_00095,rpoB__wt_lb__2,RpoB Knock-in,rpoB,wt_lb,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,LB,37,7.0,,,O2,,,,1.42,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1.0,SRX651938,SRR1514292,Jose Utrilla,Jose Utrilla,12/18/13,True,True,True,True,True,True,rpoB:wt_lb,False,False
ecoli_00096,rpoB__rpoBE546V_031__1,RpoB Knock-in,rpoB,rpoBE546V_031,1,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,Chemostat,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,chemostat w/ dilution rate 0.31 h^-1,MiSeq,PAIRED,ILLUMINA,1.0,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1.0,SRX651943,SRR1514298,Jose Utrilla,Jose Utrilla,8/13/13,True,True,True,True,True,True,rpoB:rpoBE546V_031,False,False
ecoli_00097,rpoB__rpoBE546V_044__1,RpoB Knock-in,rpoB,rpoBE546V_044,1,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,Chemostat,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,chemostat w/ dilution rate 0.44 h^-1,MiSeq,PAIRED,ILLUMINA,1.0,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1.0,SRX651944,SRR1514299,Jose Utrilla,Jose Utrilla,8/13/13,True,True,True,True,True,True,rpoB:rpoBE546V_044,False,False
ecoli_00098,rpoB__rpoBE546V_lb__1,RpoB Knock-in,rpoB,rpoBE546V_lb,1,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,Batch,No,LB,37,7.0,,,O2,,,Kanamycin,1.34,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1.0,SRX651942,SRR1514296,Jose Utrilla,Jose Utrilla,12/18/13,True,True,True,True,True,True,rpoB:rpoBE546V_lb,False,False
ecoli_00099,rpoB__rpoBE546V_lb__2,RpoB Knock-in,rpoB,rpoBE546V_lb,2,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,Batch,No,LB,37,7.0,,,O2,,,Kanamycin,1.34,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1.0,SRX651942,SRR1514297,Jose Utrilla,Jose Utrilla,12/18/13,True,True,True,True,True,True,rpoB:rpoBE546V_lb,False,False
ecoli_00100,rpoB__rpoBE546V_glc__1,RpoB Knock-in,rpoB,rpoBE546V_glc,1,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.85,,,MiSeq,PAIRED,ILLUMINA,1.0,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1.0,SRX651941,SRR1514295,Jose Utrilla,Jose Utrilla,12/20/13,True,True,True,True,True,True,rpoB:rpoBE546V_glc,False,False
ecoli_00101,rpoB__rpoBE672K_glc__1,RpoB Knock-in,rpoB,rpoBE672K_glc,1,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.88,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1.0,SRX651945,SRR1514300,Jose Utrilla,Jose Utrilla,12/18/13,True,True,True,True,True,True,rpoB:rpoBE672K_glc,False,False
ecoli_00102,rpoB__rpoBE672K_glc__2,RpoB Knock-in,rpoB,rpoBE672K_glc,2,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.88,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1.0,SRX651945,SRR1514301,Jose Utrilla,Jose Utrilla,12/18/13,True,True,True,True,True,True,rpoB:rpoBE672K_glc,False,False
ecoli_00103,rpoB__rpoBE672K_lb__1,RpoB Knock-in,rpoB,rpoBE672K_lb,1,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,Batch,No,LB,37,7.0,,,O2,,,Kanamycin,1.4,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1.0,SRX651946,SRR1514302,Jose Utrilla,Jose Utrilla,12/18/13,True,True,True,True,True,True,rpoB:rpoBE672K_lb,False,False
ecoli_00104,rpoB__rpoBE672K_lb__2,RpoB Knock-in,rpoB,rpoBE672K_lb,2,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,Batch,No,LB,37,7.0,,,O2,,,Kanamycin,1.4,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1.0,SRX651946,SRR1514303,Jose Utrilla,Jose Utrilla,12/18/13,True,True,True,True,True,True,rpoB:rpoBE672K_lb,False,False
ecoli_00105,crp__wt_fru__1,Crp ARs,crp,wt_fru,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,,,,,MiSeq,PAIRED,ILLUMINA,1.0,doi.org/10.1371/journal.pone.0197272,GSE64849,1.0,SRX837339,SRR1751336;SRR1751337;SRR1751338,Haythem Latif,Haythem Latif,8/15/13,True,True,True,True,True,True,crp:wt_fru,False,True
ecoli_00106,crp__wt_glyc__1,Crp ARs,crp,wt_glyc,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1371/journal.pone.0197272,GSE64849,1.0,SRX837344,SRR1751347;SRR1751348;SRR1751349,Haythem Latif,Haythem Latif,8/14/13,True,True,True,True,True,True,crp:wt_glyc,False,True
ecoli_00107,crp__wt_glyc__2,Crp ARs,crp,wt_glyc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1371/journal.pone.0197272,GSE64849,1.0,SRX837345,SRR1751350;SRR1751351;SRR1751352,Haythem Latif,Haythem Latif,8/14/13,True,True,True,True,True,True,crp:wt_glyc,False,True
ecoli_00108,crp__delar1_glyc__1,Crp ARs,crp,delar1_glyc,1,Escherichia coli K-12 MG1655 crp_delAr1,MG1655,Batch,No,M9,37,7.0,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1371/journal.pone.0197272,GSE64849,1.0,SRX837322,SRR1751295;SRR1751296;SRR1751297,Haythem Latif,Haythem Latif,4/8/14,True,True,True,True,True,True,crp:delar1_glyc,False,True
ecoli_00109,crp__delar1_glyc__2,Crp ARs,crp,delar1_glyc,2,Escherichia coli K-12 MG1655 crp_delAr1,MG1655,Batch,No,M9,37,7.0,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1371/journal.pone.0197272,GSE64849,1.0,SRX837323,SRR1751298;SRR1751299;SRR1751300,Haythem Latif,Haythem Latif,4/8/14,True,True,True,True,True,True,crp:delar1_glyc,False,True
ecoli_00110,crp__delar1ar2_glyc__1,Crp ARs,crp,delar1ar2_glyc,1,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,Batch,No,M9,37,7.0,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,3.0,doi.org/10.1371/journal.pone.0197272,GSE64849,1.0,SRX837324,SRR1751301;SRR1751302;SRR1751303,Haythem Latif,Haythem Latif,4/8/14,True,True,True,True,True,True,crp:delar1ar2_glyc,False,True
ecoli_00111,crp__delar1ar2_glyc__2,Crp ARs,crp,delar1ar2_glyc,2,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,Batch,No,M9,37,7.0,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,3.0,doi.org/10.1371/journal.pone.0197272,GSE64849,1.0,SRX837325,SRR1751304;SRR1751305;SRR1751306,Haythem Latif,Haythem Latif,4/8/14,True,True,True,True,True,True,crp:delar1ar2_glyc,False,True
ecoli_00112,crp__delar1ar2_glyc__3,Crp ARs,crp,delar1ar2_glyc,3,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,Batch,No,M9,37,7.0,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,3.0,doi.org/10.1371/journal.pone.0197272,GSE64849,1.0,SRX837326,SRR1751307;SRR1751308;SRR1751309,Haythem Latif,Haythem Latif,4/8/14,True,True,True,True,True,True,crp:delar1ar2_glyc,False,True
ecoli_00113,crp__delar2_glyc__1,Crp ARs,crp,delar2_glyc,1,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,Batch,No,M9,37,7.0,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,3.0,doi.org/10.1371/journal.pone.0197272,GSE64849,1.0,SRX837327,SRR1751310;SRR1751311;SRR1751312,Haythem Latif,Haythem Latif,4/8/14,True,True,True,True,True,True,crp:delar2_glyc,False,True
ecoli_00114,crp__delar2_glyc__2,Crp ARs,crp,delar2_glyc,2,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,Batch,No,M9,37,7.0,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,3.0,doi.org/10.1371/journal.pone.0197272,GSE64849,1.0,SRX837328,SRR1751313;SRR1751314,Haythem Latif,Haythem Latif,4/8/14,True,True,True,True,True,True,crp:delar2_glyc,False,True
ecoli_00115,crp__delar2_glyc__3,Crp ARs,crp,delar2_glyc,3,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,Batch,No,M9,37,7.0,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,3.0,doi.org/10.1371/journal.pone.0197272,GSE64849,1.0,SRX837329,SRR1751315;SRR1751316;SRR1751317,Haythem Latif,Haythem Latif,4/8/14,True,True,True,True,True,True,crp:delar2_glyc,False,True
ecoli_00116,crp__delcrp_fru__1,Crp ARs,crp,delcrp_fru,1,Escherichia coli K-12 MG1655 del_crp,MG1655,Batch,No,M9,37,7.0,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,3.0,doi.org/10.1371/journal.pone.0197272,GSE64849,1.0,SRX837330,SRR1751318;SRR1751319,Haythem Latif,Haythem Latif,3/27/14,True,True,True,True,True,True,crp:delcrp_fru,False,True
